,payment_type,payment_installments,customer_city,price,product_category_name
18375,credit_card,5,rio de janeiro,124.9,esporte_lazer
18376,boleto,1,brasilia,159.9,bebes
18377,boleto,1,sao paulo,269.9,moveis_quarto
18378,credit_card,1,sao paulo,49.5,moveis_decoracao
18379,boleto,1,campinas,59.99,cama_mesa_banho
18380,credit_card,1,guarulhos,18.9,eletronicos
18381,credit_card,10,belo horizonte,116.9,cama_mesa_banho
18383,credit_card,3,guarulhos,27.99,beleza_saude
18384,credit_card,5,brasilia,200.99,market_place
18385,credit_card,1,brasilia,85.0,perfumaria
18387,credit_card,1,sao paulo,29.9,beleza_saude
18388,credit_card,2,rio de janeiro,220.0,esporte_lazer
18389,voucher,1,sao paulo,6.0,fashion_bolsas_e_acessorios
18390,credit_card,2,brasilia,289.0,esporte_lazer
18391,boleto,1,curitiba,105.0,relogios_presentes
18392,credit_card,1,sao paulo,75.0,moveis_colchao_e_estofado
18393,credit_card,2,sao paulo,84.99,perfumaria
18395,credit_card,3,sao paulo,80.0,construcao_ferramentas_construcao
18397,credit_card,8,rio de janeiro,198.95,utilidades_domesticas
18398,credit_card,5,campinas,35.97,cama_mesa_banho
18399,credit_card,3,rio de janeiro,49.95,cama_mesa_banho
18400,boleto,1,sao paulo,28.99,cama_mesa_banho
18402,credit_card,3,sao paulo,56.9,perfumaria
18403,credit_card,10,campinas,179.0,esporte_lazer
18404,credit_card,1,sao paulo,64.5,eletronicos
18405,credit_card,3,sao paulo,24.99,telefonia
18406,credit_card,1,rio de janeiro,30.0,eletronicos
18407,credit_card,1,campinas,256.2,cama_mesa_banho
18408,credit_card,3,brasilia,19.99,telefonia
18409,credit_card,1,rio de janeiro,59.9,moveis_decoracao
18410,credit_card,1,sao paulo,69.9,instrumentos_musicais
18411,credit_card,6,sao paulo,375.0,cama_mesa_banho
18412,credit_card,2,sao paulo,29.99,cama_mesa_banho
18413,boleto,1,sao paulo,40.0,moveis_decoracao
18414,credit_card,1,porto alegre,32.9,fashion_calcados
18415,credit_card,1,rio de janeiro,119.9,perfumaria
18416,credit_card,3,rio de janeiro,159.0,utilidades_domesticas
18417,credit_card,1,porto alegre,32.99,moveis_decoracao
18418,credit_card,2,belo horizonte,55.9,perfumaria
18419,credit_card,1,sao paulo,59.99,pet_shop
18420,credit_card,6,sao paulo,69.9,moveis_decoracao
18422,credit_card,3,rio de janeiro,299.0,informatica_acessorios
18423,boleto,1,campinas,99.99,brinquedos
18424,credit_card,1,sao paulo,87.9,brinquedos
18425,credit_card,2,rio de janeiro,54.9,cama_mesa_banho
18426,credit_card,4,sao paulo,71.9,informatica_acessorios
18428,credit_card,1,sao paulo,68.9,informatica_acessorios
18429,credit_card,4,belo horizonte,24.99,telefonia
18430,credit_card,9,sao paulo,86.9,beleza_saude
18431,credit_card,2,sao paulo,49.0,papelaria
18432,credit_card,2,sao paulo,64.9,utilidades_domesticas
18433,credit_card,1,sao paulo,105.0,pet_shop
18434,credit_card,1,sao paulo,149.65,beleza_saude
18435,credit_card,6,sao paulo,36.5,utilidades_domesticas
18437,credit_card,2,sao paulo,46.9,cama_mesa_banho
18438,credit_card,8,porto alegre,99.0,beleza_saude
18439,credit_card,1,belo horizonte,110.0,ferramentas_jardim
18440,debit_card,1,sao paulo,66.39,alimentos
18441,credit_card,1,sao paulo,19.0,cool_stuff
18442,credit_card,3,sao paulo,185.49,esporte_lazer
18443,credit_card,3,rio de janeiro,59.9,moveis_decoracao
18445,credit_card,1,campinas,82.49,alimentos
18446,credit_card,1,sao paulo,39.9,perfumaria
18447,credit_card,2,guarulhos,104.0,industria_comercio_e_negocios
18448,credit_card,3,porto alegre,79.0,papelaria
18449,credit_card,4,sao paulo,1890.0,eletroportateis
18450,credit_card,5,sao paulo,49.9,automotivo
18451,credit_card,5,rio de janeiro,139.99,brinquedos
18452,voucher,1,sao paulo,30.0,consoles_games
18453,credit_card,1,porto alegre,12.9,eletronicos
18454,boleto,1,guarulhos,147.99,moveis_decoracao
18455,credit_card,10,rio de janeiro,473.0,eletrodomesticos_2
18456,credit_card,6,sao paulo,20.89,moveis_decoracao
18459,credit_card,2,curitiba,59.9,ferramentas_jardim
18461,credit_card,2,sao paulo,23.1,moveis_decoracao
18462,boleto,1,sao paulo,184.9,eletronicos
18463,credit_card,6,rio de janeiro,129.99,beleza_saude
18464,credit_card,8,belo horizonte,89.0,esporte_lazer
18465,credit_card,1,sao paulo,31.98,utilidades_domesticas
18466,credit_card,1,sao paulo,14.5,utilidades_domesticas
18468,credit_card,8,rio de janeiro,156.3,utilidades_domesticas
18470,credit_card,6,salvador,459.0,ferramentas_jardim
18471,credit_card,8,campinas,599.99,cama_mesa_banho
18472,credit_card,4,rio de janeiro,59.8,moveis_decoracao
18475,boleto,1,rio de janeiro,86.9,cama_mesa_banho
18476,credit_card,8,sao paulo,79.9,cama_mesa_banho
18477,credit_card,6,campinas,49.9,ferramentas_jardim
18478,credit_card,3,brasilia,97.9,beleza_saude
18479,debit_card,1,campinas,24.9,livros_interesse_geral
18481,boleto,1,rio de janeiro,23.7,eletronicos
18482,boleto,1,sao paulo,430.0,pet_shop
18483,credit_card,1,sao paulo,37.99,telefonia
18484,credit_card,3,sao paulo,29.9,beleza_saude
18485,boleto,1,sao paulo,89.88,brinquedos
18486,credit_card,1,sao paulo,49.9,ferramentas_jardim
18489,credit_card,1,sao paulo,299.9,esporte_lazer
18490,credit_card,5,sao paulo,65.0,cool_stuff
18491,credit_card,8,guarulhos,62.9,desconocida
18492,credit_card,5,curitiba,229.9,automotivo
18494,credit_card,4,rio de janeiro,24.98,utilidades_domesticas
18495,credit_card,1,sao paulo,39.9,cama_mesa_banho
18496,credit_card,2,sao paulo,159.9,esporte_lazer
18497,credit_card,2,brasilia,62.0,brinquedos
18499,credit_card,3,rio de janeiro,139.99,moveis_escritorio
18500,credit_card,2,sao paulo,55.0,relogios_presentes
18501,boleto,1,brasilia,89.99,cool_stuff
18502,boleto,1,sao paulo,259.0,ferramentas_jardim
18503,credit_card,1,rio de janeiro,129.0,eletronicos
18504,credit_card,1,brasilia,122.99,desconocida
18505,credit_card,1,sao paulo,57.89,livros_tecnicos
18506,credit_card,4,sao paulo,27.95,utilidades_domesticas
18507,credit_card,1,sao paulo,95.0,beleza_saude
18508,credit_card,6,sao paulo,987.0,bebes
18509,voucher,1,rio de janeiro,49.9,cama_mesa_banho
18510,credit_card,5,sao paulo,38.0,utilidades_domesticas
18511,boleto,1,sao paulo,29.9,cool_stuff
18512,credit_card,1,sao paulo,20.9,informatica_acessorios
18513,credit_card,4,rio de janeiro,299.9,perfumaria
18514,voucher,1,campinas,155.9,cama_mesa_banho
18517,credit_card,1,brasilia,229.69,beleza_saude
18518,credit_card,4,rio de janeiro,79.9,casa_construcao
18519,credit_card,3,rio de janeiro,210.0,ferramentas_jardim
18520,credit_card,3,rio de janeiro,44.9,beleza_saude
18521,credit_card,1,rio de janeiro,78.0,utilidades_domesticas
18522,credit_card,4,sao paulo,199.9,moveis_escritorio
18523,credit_card,1,sao paulo,29.98,telefonia
18524,boleto,1,sao paulo,69.9,utilidades_domesticas
18525,credit_card,4,campinas,69.99,brinquedos
18526,credit_card,3,guarulhos,119.9,relogios_presentes
18527,credit_card,10,guarulhos,725.0,brinquedos
18528,credit_card,2,rio de janeiro,279.9,esporte_lazer
18530,credit_card,4,sao paulo,70.97,brinquedos
18531,credit_card,3,sao paulo,120.0,beleza_saude
18532,credit_card,1,sao paulo,20.99,beleza_saude
18533,credit_card,1,sao paulo,199.0,climatizacao
18534,boleto,1,curitiba,348.8,relogios_presentes
18535,credit_card,1,sao paulo,59.9,pet_shop
18537,credit_card,1,curitiba,49.99,utilidades_domesticas
18538,voucher,1,sao paulo,89.9,moveis_decoracao
18539,credit_card,2,sao paulo,75.0,moveis_colchao_e_estofado
18540,credit_card,3,sao paulo,100.0,construcao_ferramentas_iluminacao
18541,credit_card,4,campinas,34.0,utilidades_domesticas
18542,credit_card,3,brasilia,19.9,moveis_decoracao
18543,credit_card,6,belo horizonte,69.9,pet_shop
18544,credit_card,2,sao paulo,20.0,cama_mesa_banho
18545,credit_card,1,sao paulo,83.9,informatica_acessorios
18546,credit_card,3,porto alegre,27.9,cama_mesa_banho
18547,credit_card,1,rio de janeiro,29.99,telefonia
18548,credit_card,1,sao paulo,69.99,bebes
18549,voucher,1,sao paulo,48.9,fashion_bolsas_e_acessorios
18550,credit_card,3,sao paulo,56.99,perfumaria
18551,credit_card,1,rio de janeiro,64.9,brinquedos
18552,credit_card,6,rio de janeiro,69.9,pet_shop
18553,credit_card,1,sao paulo,39.9,beleza_saude
18554,credit_card,2,sao paulo,56.99,perfumaria
18555,credit_card,2,belo horizonte,169.99,cool_stuff
18556,credit_card,1,sao paulo,95.0,esporte_lazer
18557,credit_card,5,rio de janeiro,89.9,cama_mesa_banho
18559,credit_card,1,curitiba,49.9,ferramentas_jardim
18560,credit_card,8,sao paulo,179.0,utilidades_domesticas
18561,credit_card,6,guarulhos,139.9,moveis_sala
18562,debit_card,1,rio de janeiro,75.0,esporte_lazer
18563,boleto,1,sao paulo,95.03,cama_mesa_banho
18564,credit_card,2,curitiba,114.9,cama_mesa_banho
18565,credit_card,2,sao paulo,69.9,automotivo
18566,boleto,1,rio de janeiro,49.99,brinquedos
18567,boleto,1,sao paulo,29.0,esporte_lazer
18568,credit_card,3,rio de janeiro,340.0,perfumaria
18569,boleto,1,rio de janeiro,42.99,brinquedos
18570,credit_card,1,sao paulo,99.9,moveis_decoracao
18571,credit_card,6,sao paulo,17.99,moveis_decoracao
18574,credit_card,6,campinas,111.9,cama_mesa_banho
18575,credit_card,6,sao paulo,118.0,perfumaria
18576,boleto,1,rio de janeiro,34.99,beleza_saude
18577,credit_card,1,sao paulo,39.9,perfumaria
18578,credit_card,2,sao paulo,117.0,brinquedos
18579,credit_card,2,rio de janeiro,60.0,brinquedos
18580,credit_card,3,sao paulo,84.9,utilidades_domesticas
18581,credit_card,3,rio de janeiro,349.9,beleza_saude
18582,credit_card,4,sao paulo,111.9,moveis_decoracao
18583,credit_card,4,sao paulo,119.99,brinquedos
18584,credit_card,10,curitiba,499.0,esporte_lazer
18586,credit_card,1,sao paulo,47.9,cama_mesa_banho
18588,credit_card,5,salvador,49.0,moveis_decoracao
18590,credit_card,2,rio de janeiro,67.0,moveis_cozinha_area_de_servico_jantar_e_jardim
18592,boleto,1,sao paulo,44.9,beleza_saude
18593,boleto,1,sao paulo,249.88,perfumaria
18594,boleto,1,curitiba,55.0,portateis_casa_forno_e_cafe
18595,credit_card,1,brasilia,58.67,cama_mesa_banho
18596,credit_card,1,rio de janeiro,29.0,desconocida
18597,credit_card,2,sao paulo,39.99,beleza_saude
18598,credit_card,1,sao paulo,113.47,construcao_ferramentas_construcao
18603,credit_card,2,sao paulo,222.7,automotivo
18604,credit_card,2,rio de janeiro,364.0,beleza_saude
18606,credit_card,1,belo horizonte,11.5,consoles_games
18607,credit_card,8,guarulhos,229.99,cool_stuff
18608,credit_card,4,sao paulo,13.9,moveis_decoracao
18610,credit_card,4,porto alegre,69.0,cama_mesa_banho
18612,credit_card,10,belo horizonte,241.1,automotivo
18613,credit_card,3,rio de janeiro,120.0,ferramentas_jardim
18614,boleto,1,rio de janeiro,289.99,construcao_ferramentas_jardim
18616,credit_card,4,sao paulo,51.9,automotivo
18617,boleto,1,campinas,1054.0,eletrodomesticos
18618,credit_card,10,sao paulo,189.99,papelaria
18619,credit_card,2,brasilia,59.9,malas_acessorios
18620,credit_card,4,guarulhos,63.9,ferramentas_jardim
18621,boleto,1,rio de janeiro,13.99,beleza_saude
18622,boleto,1,sao paulo,29.0,construcao_ferramentas_iluminacao
18623,boleto,1,sao paulo,369.9,moveis_escritorio
18625,credit_card,12,porto alegre,399.0,casa_conforto
18626,credit_card,8,sao paulo,99.9,perfumaria
18627,boleto,1,sao paulo,83.48,beleza_saude
18628,credit_card,1,sao paulo,103.9,eletronicos
18629,credit_card,2,salvador,39.9,moveis_decoracao
18630,boleto,1,campinas,29.0,relogios_presentes
18631,credit_card,1,rio de janeiro,29.0,brinquedos
18632,credit_card,4,rio de janeiro,112.33,automotivo
18633,credit_card,2,belo horizonte,79.9,brinquedos
18634,credit_card,1,curitiba,21.5,papelaria
18636,credit_card,1,guarulhos,59.9,ferramentas_jardim
18638,boleto,1,rio de janeiro,59.49,bebidas
18639,credit_card,1,sao paulo,28.9,telefonia
18640,boleto,1,sao paulo,30.9,ferramentas_jardim
18641,credit_card,1,curitiba,12.98,telefonia
18642,credit_card,1,sao paulo,23.2,fashion_bolsas_e_acessorios
18643,credit_card,1,sao paulo,39.9,esporte_lazer
18644,credit_card,1,rio de janeiro,99.99,brinquedos
18645,credit_card,1,sao paulo,49.99,telefonia
18646,credit_card,1,rio de janeiro,239.0,eletroportateis
18647,credit_card,2,sao paulo,59.9,utilidades_domesticas
18648,credit_card,3,sao paulo,20.0,informatica_acessorios
18649,credit_card,4,brasilia,89.8,cool_stuff
18650,boleto,1,rio de janeiro,99.99,cool_stuff
18651,boleto,1,campinas,12.49,ferramentas_jardim
18653,boleto,1,sao paulo,287.7,beleza_saude
18654,credit_card,2,sao paulo,129.9,audio
18655,credit_card,8,campinas,799.99,relogios_presentes
18656,boleto,1,curitiba,149.9,construcao_ferramentas_construcao
18657,credit_card,3,sao paulo,44.99,moveis_decoracao
18660,credit_card,2,sao paulo,14.99,beleza_saude
18661,credit_card,2,rio de janeiro,129.0,automotivo
18665,credit_card,5,sao paulo,43.5,sinalizacao_e_seguranca
18666,debit_card,1,rio de janeiro,54.6,informatica_acessorios
18667,credit_card,4,sao paulo,369.0,cama_mesa_banho
18668,credit_card,6,sao paulo,379.9,perfumaria
18669,credit_card,2,curitiba,119.0,informatica_acessorios
18670,boleto,1,rio de janeiro,16.9,eletronicos
18671,credit_card,10,brasilia,199.0,informatica_acessorios
18673,boleto,1,sao paulo,17.99,telefonia
18674,credit_card,2,rio de janeiro,149.0,informatica_acessorios
18675,credit_card,3,rio de janeiro,29.9,informatica_acessorios
18677,credit_card,3,sao paulo,69.99,brinquedos
18678,credit_card,8,rio de janeiro,219.9,cama_mesa_banho
18680,credit_card,1,belo horizonte,17.99,automotivo
18681,credit_card,1,brasilia,179.9,moveis_decoracao
18682,boleto,1,brasilia,47.49,bebidas
18683,credit_card,1,sao paulo,79.0,esporte_lazer
18684,boleto,1,sao paulo,139.9,ferramentas_jardim
18685,credit_card,6,belo horizonte,144.41,informatica_acessorios
18687,credit_card,12,rio de janeiro,119.99,informatica_acessorios
18688,credit_card,10,curitiba,109.9,bebes
18689,credit_card,1,sao paulo,29.99,telefonia
18690,credit_card,1,sao paulo,36.75,eletrodomesticos
18691,credit_card,1,belo horizonte,97.9,eletronicos
18692,credit_card,2,belo horizonte,45.9,moveis_decoracao
18693,credit_card,2,curitiba,45.0,automotivo
18694,credit_card,3,brasilia,24.99,fashion_esporte
18695,debit_card,1,sao paulo,24.99,telefonia
18696,boleto,1,brasilia,109.0,relogios_presentes
18697,credit_card,2,belo horizonte,48.9,relogios_presentes
18698,credit_card,3,campinas,57.5,esporte_lazer
18699,credit_card,1,salvador,44.99,moveis_decoracao
18700,credit_card,1,rio de janeiro,85.0,brinquedos
18701,credit_card,8,guarulhos,34.9,utilidades_domesticas
18703,credit_card,3,belo horizonte,299.0,brinquedos
18704,credit_card,2,sao paulo,430.0,moveis_escritorio
18705,credit_card,10,rio de janeiro,110.0,cama_mesa_banho
18706,boleto,1,sao paulo,29.0,relogios_presentes
18709,credit_card,1,rio de janeiro,40.0,brinquedos
18710,credit_card,2,sao paulo,8.99,cama_mesa_banho
18712,voucher,1,brasilia,59.9,papelaria
18714,credit_card,3,brasilia,35.0,informatica_acessorios
18715,voucher,1,rio de janeiro,1119.9,cool_stuff
18717,boleto,1,sao paulo,6.33,esporte_lazer
18718,credit_card,1,belo horizonte,106.0,esporte_lazer
18719,credit_card,1,brasilia,119.99,esporte_lazer
18720,credit_card,10,sao paulo,110.0,cama_mesa_banho
18721,credit_card,3,rio de janeiro,149.99,beleza_saude
18722,boleto,1,rio de janeiro,24.98,telefonia
18723,credit_card,1,campinas,38.0,papelaria
18724,credit_card,10,belo horizonte,579.0,brinquedos
18725,credit_card,1,sao paulo,64.9,cool_stuff
18726,credit_card,4,brasilia,119.85,casa_construcao
18727,credit_card,3,sao paulo,23.9,utilidades_domesticas
18728,boleto,1,sao paulo,29.99,telefonia
18729,credit_card,1,sao paulo,99.9,eletrodomesticos
18730,credit_card,10,sao paulo,69.9,automotivo
18734,boleto,1,porto alegre,199.9,informatica_acessorios
18735,credit_card,2,sao paulo,269.0,automotivo
18736,credit_card,3,sao paulo,59.9,bebes
18737,boleto,1,sao paulo,19.99,automotivo
18738,credit_card,1,sao paulo,59.9,ferramentas_jardim
18739,credit_card,1,sao paulo,95.0,beleza_saude
18740,boleto,1,sao paulo,62.99,cool_stuff
18741,credit_card,1,sao paulo,49.1,eletroportateis
18743,credit_card,2,sao paulo,129.9,malas_acessorios
18744,credit_card,8,sao paulo,89.9,moveis_decoracao
18745,credit_card,1,sao paulo,59.9,moveis_decoracao
18746,boleto,1,sao paulo,148.9,relogios_presentes
18747,credit_card,4,sao paulo,65.9,cama_mesa_banho
18748,credit_card,9,porto alegre,75.0,moveis_decoracao
18749,credit_card,1,sao paulo,15.3,beleza_saude
18750,credit_card,5,sao paulo,227.9,relogios_presentes
18751,credit_card,3,rio de janeiro,99.9,relogios_presentes
18752,credit_card,2,rio de janeiro,119.99,brinquedos
18753,credit_card,2,rio de janeiro,134.99,esporte_lazer
18754,credit_card,3,sao paulo,235.0,consoles_games
18755,voucher,1,rio de janeiro,99.9,beleza_saude
18757,credit_card,1,curitiba,14.9,fashion_roupa_masculina
18758,credit_card,1,rio de janeiro,18.74,cama_mesa_banho
18759,boleto,1,rio de janeiro,135.0,informatica_acessorios
18760,credit_card,1,rio de janeiro,29.9,pet_shop
18761,credit_card,4,sao paulo,85.0,utilidades_domesticas
18762,credit_card,7,sao paulo,114.0,beleza_saude
18763,boleto,1,guarulhos,21.1,construcao_ferramentas_construcao
18764,credit_card,3,sao paulo,215.0,esporte_lazer
18765,credit_card,6,curitiba,449.99,relogios_presentes
18766,credit_card,1,rio de janeiro,29.1,eletronicos
18767,boleto,1,sao paulo,29.98,telefonia
18768,credit_card,3,rio de janeiro,299.99,brinquedos
18769,boleto,1,sao paulo,7.0,telefonia
18770,boleto,1,sao paulo,18.9,moveis_decoracao
18771,credit_card,3,rio de janeiro,89.49,informatica_acessorios
18772,credit_card,3,sao paulo,68.5,cama_mesa_banho
18773,credit_card,2,porto alegre,185.99,relogios_presentes
18774,credit_card,2,guarulhos,79.9,cama_mesa_banho
18775,credit_card,2,sao paulo,39.0,automotivo
18777,credit_card,1,curitiba,49.9,brinquedos
18778,debit_card,1,brasilia,92.99,perfumaria
18779,credit_card,3,sao paulo,104.0,beleza_saude
18780,voucher,1,sao paulo,34.99,telefonia
18781,credit_card,1,belo horizonte,129.0,utilidades_domesticas
18782,boleto,1,curitiba,95.99,cama_mesa_banho
18783,credit_card,4,porto alegre,39.0,papelaria
18785,boleto,1,sao paulo,29.0,relogios_presentes
18786,credit_card,2,belo horizonte,89.0,papelaria
18787,credit_card,1,rio de janeiro,95.0,utilidades_domesticas
18789,boleto,1,sao paulo,39.99,utilidades_domesticas
18790,credit_card,2,guarulhos,149.89,moveis_decoracao
18791,credit_card,1,sao paulo,223.9,consoles_games
18792,credit_card,1,brasilia,5.5,artigos_de_natal
18793,credit_card,3,belo horizonte,99.99,consoles_games
18794,credit_card,2,sao paulo,68.0,informatica_acessorios
18795,credit_card,2,rio de janeiro,180.0,utilidades_domesticas
18796,credit_card,1,porto alegre,74.99,esporte_lazer
18797,credit_card,5,rio de janeiro,133.0,beleza_saude
18798,credit_card,3,campinas,59.9,utilidades_domesticas
18799,credit_card,5,sao paulo,326.8,ferramentas_jardim
18800,credit_card,2,sao paulo,78.65,ferramentas_jardim
18801,credit_card,8,guarulhos,224.0,relogios_presentes
18802,credit_card,1,sao paulo,168.0,bebes
18803,credit_card,2,rio de janeiro,84.99,beleza_saude
18804,credit_card,7,belo horizonte,22.5,esporte_lazer
18806,credit_card,3,rio de janeiro,45.0,brinquedos
18807,credit_card,4,brasilia,66.99,beleza_saude
18808,credit_card,1,rio de janeiro,40.0,fashion_bolsas_e_acessorios
18810,credit_card,1,sao paulo,110.0,telefonia
18811,boleto,1,sao paulo,89.99,informatica_acessorios
18813,credit_card,3,sao paulo,99.0,esporte_lazer
18815,credit_card,1,guarulhos,44.9,livros_interesse_geral
18816,credit_card,2,sao paulo,67.9,informatica_acessorios
18818,debit_card,1,sao paulo,65.0,bebes
18819,credit_card,1,sao paulo,104.9,esporte_lazer
18820,credit_card,1,rio de janeiro,44.9,casa_conforto
18821,credit_card,2,sao paulo,99.9,cool_stuff
18822,boleto,1,sao paulo,53.0,pet_shop
18823,credit_card,3,sao paulo,169.9,bebes
18824,credit_card,1,sao paulo,195.9,cool_stuff
18826,credit_card,2,rio de janeiro,149.0,informatica_acessorios
18827,boleto,1,sao paulo,21.9,informatica_acessorios
18828,credit_card,5,sao paulo,44.35,moveis_decoracao
18829,credit_card,4,rio de janeiro,56.0,cama_mesa_banho
18830,boleto,1,guarulhos,19.0,esporte_lazer
18832,credit_card,2,rio de janeiro,109.97,moveis_sala
18833,credit_card,1,rio de janeiro,19.9,informatica_acessorios
18834,debit_card,1,curitiba,120.0,relogios_presentes
18835,credit_card,1,rio de janeiro,89.9,cama_mesa_banho
18836,credit_card,3,sao paulo,479.82,perfumaria
18837,boleto,1,belo horizonte,130.0,relogios_presentes
18838,credit_card,1,sao paulo,25.0,utilidades_domesticas
18839,credit_card,2,sao paulo,74.99,cama_mesa_banho
18840,credit_card,1,sao paulo,117.9,relogios_presentes
18841,credit_card,10,sao paulo,349.9,perfumaria
18842,credit_card,3,belo horizonte,210.0,cama_mesa_banho
18843,credit_card,8,salvador,229.99,malas_acessorios
18844,boleto,1,sao paulo,23.99,beleza_saude
18845,credit_card,4,belo horizonte,399.0,consoles_games
18846,credit_card,10,rio de janeiro,129.9,pet_shop
18847,boleto,1,sao paulo,99.99,beleza_saude
18848,credit_card,4,sao paulo,255.0,relogios_presentes
18849,credit_card,4,sao paulo,119.9,cama_mesa_banho
18850,credit_card,1,curitiba,27.99,telefonia
18851,credit_card,2,sao paulo,249.9,informatica_acessorios
18852,boleto,1,sao paulo,399.0,relogios_presentes
18853,credit_card,3,rio de janeiro,139.9,brinquedos
18854,credit_card,1,sao paulo,12.25,eletronicos
18856,credit_card,6,sao paulo,122.99,beleza_saude
18857,boleto,1,rio de janeiro,104.49,automotivo
18858,credit_card,3,sao paulo,249.99,esporte_lazer
18859,boleto,1,sao paulo,49.95,informatica_acessorios
18860,boleto,1,rio de janeiro,132.97,informatica_acessorios
18861,credit_card,2,sao paulo,99.0,ferramentas_jardim
18862,credit_card,2,rio de janeiro,89.99,ferramentas_jardim
18863,credit_card,1,rio de janeiro,24.35,eletronicos
18864,credit_card,8,curitiba,66.9,beleza_saude
18865,credit_card,8,belo horizonte,227.8,relogios_presentes
18866,credit_card,1,sao paulo,179.0,moveis_decoracao
18867,credit_card,1,brasilia,89.5,utilidades_domesticas
18868,credit_card,15,rio de janeiro,199.9,utilidades_domesticas
18869,credit_card,6,brasilia,299.99,moveis_decoracao
18870,credit_card,1,sao paulo,22.0,eletrodomesticos
18871,debit_card,1,sao paulo,219.0,casa_conforto
18872,credit_card,1,guarulhos,46.0,informatica_acessorios
18873,boleto,1,sao paulo,99.99,brinquedos
18874,credit_card,4,rio de janeiro,89.99,ferramentas_jardim
18877,credit_card,3,brasilia,19.9,relogios_presentes
18880,credit_card,3,guarulhos,79.99,consoles_games
18881,credit_card,10,campinas,26.14,beleza_saude
18883,credit_card,1,belo horizonte,54.5,construcao_ferramentas_jardim
18885,credit_card,6,rio de janeiro,47.9,perfumaria
18886,credit_card,1,sao paulo,59.9,bebes
18887,credit_card,1,sao paulo,35.12,brinquedos
18889,credit_card,5,sao paulo,81.5,cama_mesa_banho
18890,credit_card,1,sao paulo,11.99,beleza_saude
18891,credit_card,8,rio de janeiro,29.99,moveis_decoracao
18893,credit_card,4,brasilia,84.99,beleza_saude
18894,credit_card,2,sao paulo,49.0,ferramentas_jardim
18896,credit_card,5,campinas,179.9,cama_mesa_banho
18897,boleto,1,sao paulo,39.9,esporte_lazer
18898,boleto,1,sao paulo,69.9,moveis_decoracao
18899,credit_card,5,belo horizonte,69.99,pet_shop
18901,voucher,1,sao paulo,15.9,cama_mesa_banho
18904,credit_card,2,campinas,149.9,informatica_acessorios
18905,credit_card,1,sao paulo,74.5,papelaria
18906,credit_card,1,sao paulo,49.99,papelaria
18907,credit_card,1,sao paulo,100.0,sinalizacao_e_seguranca
18909,credit_card,1,brasilia,59.0,telefonia
18910,boleto,1,campinas,89.9,cama_mesa_banho
18911,credit_card,6,sao paulo,49.95,cama_mesa_banho
18912,credit_card,3,sao paulo,98.9,informatica_acessorios
18913,credit_card,3,rio de janeiro,74.9,informatica_acessorios
18915,boleto,1,belo horizonte,114.9,cama_mesa_banho
18917,credit_card,1,sao paulo,14.0,construcao_ferramentas_ferramentas
18918,credit_card,4,rio de janeiro,91.33,esporte_lazer
18919,voucher,1,brasilia,44.1,perfumaria
18921,credit_card,5,porto alegre,249.9,cool_stuff
18923,credit_card,3,sao paulo,139.9,brinquedos
18924,credit_card,2,rio de janeiro,81.49,beleza_saude
18925,credit_card,2,rio de janeiro,145.0,relogios_presentes
18926,credit_card,3,belo horizonte,72.4,malas_acessorios
18927,credit_card,1,campinas,79.0,papelaria
18928,credit_card,5,sao paulo,275.49,automotivo
18929,credit_card,1,sao paulo,29.99,eletroportateis
18930,credit_card,5,sao paulo,399.0,utilidades_domesticas
18931,credit_card,6,curitiba,110.0,beleza_saude
18932,credit_card,4,rio de janeiro,129.0,papelaria
18933,boleto,1,sao paulo,61.2,moveis_decoracao
18934,voucher,1,rio de janeiro,42.0,utilidades_domesticas
18935,credit_card,1,sao paulo,13.3,fashion_bolsas_e_acessorios
18936,credit_card,1,sao paulo,66.99,beleza_saude
18937,credit_card,1,sao paulo,38.0,consoles_games
18938,credit_card,3,porto alegre,149.9,cool_stuff
18939,credit_card,1,rio de janeiro,89.49,informatica_acessorios
18940,boleto,1,belo horizonte,12.99,moveis_decoracao
18942,credit_card,3,sao paulo,69.88,moveis_decoracao
18944,credit_card,1,belo horizonte,89.9,casa_conforto
18945,voucher,1,rio de janeiro,205.0,cama_mesa_banho
18948,credit_card,6,salvador,54.9,malas_acessorios
18949,credit_card,3,porto alegre,200.0,esporte_lazer
18950,credit_card,2,rio de janeiro,169.0,relogios_presentes
18951,credit_card,1,rio de janeiro,116.6,moveis_escritorio
18952,credit_card,5,sao paulo,169.99,cool_stuff
18953,credit_card,1,sao paulo,69.9,utilidades_domesticas
18954,credit_card,1,belo horizonte,84.0,informatica_acessorios
18956,credit_card,5,campinas,35.9,beleza_saude
18957,credit_card,4,sao paulo,149.9,beleza_saude
18958,credit_card,1,sao paulo,47.75,informatica_acessorios
18959,credit_card,1,rio de janeiro,29.9,automotivo
18960,boleto,1,sao paulo,89.7,pet_shop
18961,credit_card,4,sao paulo,179.99,relogios_presentes
18962,credit_card,5,belo horizonte,334.8,moveis_decoracao
18963,credit_card,1,sao paulo,89.9,pet_shop
18964,credit_card,3,sao paulo,23.9,esporte_lazer
18965,boleto,1,salvador,75.0,cama_mesa_banho
18966,credit_card,6,brasilia,49.9,cama_mesa_banho
18967,boleto,1,sao paulo,29.9,brinquedos
18970,credit_card,3,sao paulo,252.0,esporte_lazer
18972,credit_card,2,salvador,80.0,moveis_decoracao
